lower tier team,higher tier team,lower tier,higher tier,timeB,low_score,high_score,time_sec,oddsB lower tier,oddsB higher tier
Detroit Pistons,Memphis Grizzlies,2,5,47,-7,7,2820,2.77886917,0.244102743
Detroit Pistons,Memphis Grizzlies,2,5,48,-7,7,2880,2.796083052,0.242248162
Detroit Pistons,Memphis Grizzlies,2,5,6,-6,6,360,2.056053229,0.34954199
Detroit Pistons,Memphis Grizzlies,2,5,7,-6,6,420,2.067301834,0.347360007
Detroit Pistons,Memphis Grizzlies,2,5,8,-6,6,480,2.078633552,0.345185069
Detroit Pistons,Memphis Grizzlies,2,5,9,-6,6,540,2.090049307,0.343017141
Detroit Pistons,Memphis Grizzlies,2,5,10,-6,6,600,2.101550039,0.340856189
Detroit Pistons,Memphis Grizzlies,2,5,11,-6,6,660,2.113136698,0.338702181
Detroit Pistons,Memphis Grizzlies,2,5,12,-6,6,720,2.124810251,0.336555082
Detroit Pistons,Memphis Grizzlies,2,5,13,-6,6,780,2.136571681,0.334414859
Detroit Pistons,Memphis Grizzlies,2,5,14,-6,6,840,2.148421982,0.33228148
Detroit Pistons,Memphis Grizzlies,2,5,15,-6,6,900,2.160362167,0.330154911
Detroit Pistons,Memphis Grizzlies,2,5,16,-6,6,960,2.172393261,0.32803512
Detroit Pistons,Memphis Grizzlies,2,5,17,-6,6,1020,2.184516307,0.325922075
Detroit Pistons,Memphis Grizzlies,2,5,18,-6,6,1080,2.196732362,0.323815743
Detroit Pistons,Memphis Grizzlies,2,5,19,-6,6,1140,2.209042502,0.321716092
Detroit Pistons,Memphis Grizzlies,2,5,20,-6,6,1200,2.221447818,0.319623092
Detroit Pistons,Memphis Grizzlies,2,5,21,-6,6,1260,2.233949417,0.31753671
Detroit Pistons,Memphis Grizzlies,2,5,22,-6,6,1320,2.246548425,0.315456914
Detroit Pistons,Memphis Grizzlies,2,5,23,-6,6,1380,2.259245985,0.313383675
Detroit Pistons,Memphis Grizzlies,2,5,24,-6,6,1440,2.272043258,0.31131696
Detroit Pistons,Memphis Grizzlies,2,5,25,-6,6,1500,2.284941422,0.309256739
Detroit Pistons,Memphis Grizzlies,2,5,26,-6,6,1560,2.297941676,0.307202982
Detroit Pistons,Memphis Grizzlies,2,5,27,-6,6,1620,2.311045237,0.305155658
Detroit Pistons,Memphis Grizzlies,2,5,28,-6,6,1680,2.324253341,0.303114737
Detroit Pistons,Memphis Grizzlies,2,5,29,-6,6,1740,2.337567244,0.301080189
Detroit Pistons,Memphis Grizzlies,2,5,30,-6,6,1800,2.350988222,0.299051984
Detroit Pistons,Memphis Grizzlies,2,5,31,-6,6,1860,2.364517573,0.297030093
Detroit Pistons,Memphis Grizzlies,2,5,32,-6,6,1920,2.378156613,0.295014485
Detroit Pistons,Memphis Grizzlies,2,5,33,-6,6,1980,2.391906684,0.293005133
Detroit Pistons,Memphis Grizzlies,2,5,34,-6,6,2040,2.405769145,0.291002006
Detroit Pistons,Memphis Grizzlies,2,5,35,-6,6,2100,2.419745381,0.289005076
Detroit Pistons,Memphis Grizzlies,2,5,36,-6,6,2160,2.433836798,0.287014315
Detroit Pistons,Memphis Grizzlies,2,5,37,-6,6,2220,2.448044826,0.285029693
Detroit Pistons,Memphis Grizzlies,2,5,38,-6,6,2280,2.462370918,0.283051182
Detroit Pistons,Memphis Grizzlies,2,5,39,-6,6,2340,2.476816552,0.281078755
Detroit Pistons,Memphis Grizzlies,2,5,40,-6,6,2400,2.491383231,0.279112382
Detroit Pistons,Memphis Grizzlies,2,5,41,-6,6,2460,2.506072482,0.277152037
Detroit Pistons,Memphis Grizzlies,2,5,42,-6,6,2520,2.52088586,0.275197691
Detroit Pistons,Memphis Grizzlies,2,5,43,-6,6,2580,2.535824943,0.273249318
Detroit Pistons,Memphis Grizzlies,2,5,44,-6,6,2640,2.550891339,0.271306889
Detroit Pistons,Memphis Grizzlies,2,5,45,-6,6,2700,2.566086683,0.269370378
Detroit Pistons,Memphis Grizzlies,2,5,46,-6,6,2760,2.581412636,0.267439757
Detroit Pistons,Memphis Grizzlies,2,5,47,-6,6,2820,2.596870891,0.265515001
Detroit Pistons,Memphis Grizzlies,2,5,48,-6,6,2880,2.612463167,0.263596081
Detroit Pistons,Memphis Grizzlies,2,5,6,-5,5,360,1.935914005,0.374774282
Detroit Pistons,Memphis Grizzlies,2,5,7,-5,5,420,1.946294084,0.372510012
Detroit Pistons,Memphis Grizzlies,2,5,8,-5,5,480,1.956747823,0.370253189
Detroit Pistons,Memphis Grizzlies,2,5,9,-5,5,540,1.967276007,0.368003775
Detroit Pistons,Memphis Grizzlies,2,5,10,-5,5,600,1.977879435,0.365761734
Detroit Pistons,Memphis Grizzlies,2,5,11,-5,5,660,1.988558917,0.363527031
Detroit Pistons,Memphis Grizzlies,2,5,12,-5,5,720,1.999315273,0.361299628
Detroit Pistons,Memphis Grizzlies,2,5,13,-5,5,780,2.010149338,0.359079491
Detroit Pistons,Memphis Grizzlies,2,5,14,-5,5,840,2.021061955,0.356866583
Detroit Pistons,Memphis Grizzlies,2,5,15,-5,5,900,2.032053982,0.354660871
Detroit Pistons,Memphis Grizzlies,2,5,16,-5,5,960,2.04312629,0.352462317
Detroit Pistons,Memphis Grizzlies,2,5,17,-5,5,1020,2.054279761,0.350270889
Detroit Pistons,Memphis Grizzlies,2,5,18,-5,5,1080,2.065515291,0.34808655
Detroit Pistons,Memphis Grizzlies,2,5,19,-5,5,1140,2.076833788,0.345909268
Detroit Pistons,Memphis Grizzlies,2,5,20,-5,5,1200,2.088236175,0.343739007
Detroit Pistons,Memphis Grizzlies,2,5,21,-5,5,1260,2.099723389,0.341575733
Detroit Pistons,Memphis Grizzlies,2,5,22,-5,5,1320,2.111296378,0.339419414
Detroit Pistons,Memphis Grizzlies,2,5,23,-5,5,1380,2.122956109,0.337270016
Detroit Pistons,Memphis Grizzlies,2,5,24,-5,5,1440,2.134703559,0.335127505
Detroit Pistons,Memphis Grizzlies,2,5,25,-5,5,1500,2.146539722,0.332991848
Detroit Pistons,Memphis Grizzlies,2,5,26,-5,5,1560,2.158465607,0.330863012
Detroit Pistons,Memphis Grizzlies,2,5,27,-5,5,1620,2.170482238,0.328740966
Detroit Pistons,Memphis Grizzlies,2,5,28,-5,5,1680,2.182590654,0.326625675
Detroit Pistons,Memphis Grizzlies,2,5,29,-5,5,1740,2.194791912,0.324517109
Detroit Pistons,Memphis Grizzlies,2,5,30,-5,5,1800,2.207087083,0.322415235
Detroit Pistons,Memphis Grizzlies,2,5,31,-5,5,1860,2.219477256,0.320320022
Detroit Pistons,Memphis Grizzlies,2,5,32,-5,5,1920,2.231963536,0.318231437
Detroit Pistons,Memphis Grizzlies,2,5,33,-5,5,1980,2.244547045,0.31614945
Detroit Pistons,Memphis Grizzlies,2,5,34,-5,5,2040,2.257228924,0.314074028
Detroit Pistons,Memphis Grizzlies,2,5,35,-5,5,2100,2.270010331,0.312005142
Detroit Pistons,Memphis Grizzlies,2,5,36,-5,5,2160,2.282892441,0.30994276
Detroit Pistons,Memphis Grizzlies,2,5,37,-5,5,2220,2.295876451,0.307886852
Detroit Pistons,Memphis Grizzlies,2,5,38,-5,5,2280,2.308963573,0.305837387
Detroit Pistons,Memphis Grizzlies,2,5,39,-5,5,2340,2.322155041,0.303794335
Detroit Pistons,Memphis Grizzlies,2,5,40,-5,5,2400,2.335452108,0.301757665
Detroit Pistons,Memphis Grizzlies,2,5,41,-5,5,2460,2.348856046,0.299727349
Detroit Pistons,Memphis Grizzlies,2,5,42,-5,5,2520,2.362368151,0.297703357
Detroit Pistons,Memphis Grizzlies,2,5,43,-5,5,2580,2.375989735,0.295685658
Detroit Pistons,Memphis Grizzlies,2,5,44,-5,5,2640,2.389722136,0.293674224
Detroit Pistons,Memphis Grizzlies,2,5,45,-5,5,2700,2.40356671,0.291669025
Detroit Pistons,Memphis Grizzlies,2,5,46,-5,5,2760,2.417524839,0.289670033
Detroit Pistons,Memphis Grizzlies,2,5,47,-5,5,2820,2.431597924,0.287677218
Detroit Pistons,Memphis Grizzlies,2,5,48,-5,5,2880,2.445787392,0.285690553
Detroit Pistons,Memphis Grizzlies,2,5,6,-4,4,360,1.824863294,0.400968085
Detroit Pistons,Memphis Grizzlies,2,5,7,-4,4,420,1.834471688,0.398616784
Detroit Pistons,Memphis Grizzlies,2,5,8,-4,4,480,1.844145669,0.396273362
Detroit Pistons,Memphis Grizzlies,2,5,9,-4,4,540,1.853885909,0.39393778
Detroit Pistons,Memphis Grizzlies,2,5,10,-4,4,600,1.863693093,0.391609999
Detroit Pistons,Memphis Grizzlies,2,5,11,-4,4,660,1.873567913,0.389289979
Detroit Pistons,Memphis Grizzlies,2,5,12,-4,4,720,1.883511071,0.386977682
Detroit Pistons,Memphis Grizzlies,2,5,13,-4,4,780,1.893523279,0.384673069
Detroit Pistons,Memphis Grizzlies,2,5,14,-4,4,840,1.903605258,0.382376103
Detroit Pistons,Memphis Grizzlies,2,5,15,-4,4,900,1.913757741,0.380086744
Detroit Pistons,Memphis Grizzlies,2,5,16,-4,4,960,1.923981469,0.377804955
Detroit Pistons,Memphis Grizzlies,2,5,17,-4,4,1020,1.934277196,0.3755307
Detroit Pistons,Memphis Grizzlies,2,5,18,-4,4,1080,1.944645684,0.37326394
Detroit Pistons,Memphis Grizzlies,2,5,19,-4,4,1140,1.955087707,0.371004638
Detroit Pistons,Memphis Grizzlies,2,5,20,-4,4,1200,1.965604051,0.368752759
Detroit Pistons,Memphis Grizzlies,2,5,21,-4,4,1260,1.976195512,0.366508264
Detroit Pistons,Memphis Grizzlies,2,5,22,-4,4,1320,1.986862898,0.364271119
Detroit Pistons,Memphis Grizzlies,2,5,23,-4,4,1380,1.997607027,0.362041287
Detroit Pistons,Memphis Grizzlies,2,5,24,-4,4,1440,2.008428732,0.359818732
Detroit Pistons,Memphis Grizzlies,2,5,25,-4,4,1500,2.019328855,0.357603418
Detroit Pistons,Memphis Grizzlies,2,5,26,-4,4,1560,2.030308251,0.355395311
Detroit Pistons,Memphis Grizzlies,2,5,27,-4,4,1620,2.04136779,0.353194375
Detroit Pistons,Memphis Grizzlies,2,5,28,-4,4,1680,2.05250835,0.351000575
Detroit Pistons,Memphis Grizzlies,2,5,29,-4,4,1740,2.063730827,0.348813877
Detroit Pistons,Memphis Grizzlies,2,5,30,-4,4,1800,2.075036127,0.346634247
Detroit Pistons,Memphis Grizzlies,2,5,31,-4,4,1860,2.086425169,0.344461649
Detroit Pistons,Memphis Grizzlies,2,5,32,-4,4,1920,2.097898889,0.34229605
Detroit Pistons,Memphis Grizzlies,2,5,33,-4,4,1980,2.109458234,0.340137417
Detroit Pistons,Memphis Grizzlies,2,5,34,-4,4,2040,2.121104165,0.337985715
Detroit Pistons,Memphis Grizzlies,2,5,35,-4,4,2100,2.13283766,0.335840912
Detroit Pistons,Memphis Grizzlies,2,5,36,-4,4,2160,2.14465971,0.333702974
Detroit Pistons,Memphis Grizzlies,2,5,37,-4,4,2220,2.156571322,0.331571868
Detroit Pistons,Memphis Grizzlies,2,5,38,-4,4,2280,2.168573516,0.329447562
Detroit Pistons,Memphis Grizzlies,2,5,39,-4,4,2340,2.18066733,0.327330023
Detroit Pistons,Memphis Grizzlies,2,5,40,-4,4,2400,2.192853817,0.32521922
Detroit Pistons,Memphis Grizzlies,2,5,41,-4,4,2460,2.205134046,0.323115118
Detroit Pistons,Memphis Grizzlies,2,5,42,-4,4,2520,2.217509103,0.321017688
Detroit Pistons,Memphis Grizzlies,2,5,43,-4,4,2580,2.229980092,0.318926897
Detroit Pistons,Memphis Grizzlies,2,5,44,-4,4,2640,2.242548131,0.316842714
Detroit Pistons,Memphis Grizzlies,2,5,45,-4,4,2700,2.255214358,0.314765108
Detroit Pistons,Memphis Grizzlies,2,5,46,-4,4,2760,2.267979928,0.312694046
Detroit Pistons,Memphis Grizzlies,2,5,47,-4,4,2820,2.280846015,0.3106295
Detroit Pistons,Memphis Grizzlies,2,5,48,-4,4,2880,2.29381381,0.308571437
Detroit Pistons,Memphis Grizzlies,2,5,6,-3,3,360,1.721907367,0.428179424
Detroit Pistons,Memphis Grizzlies,2,5,7,-3,3,420,1.730827037,0.425735976
Detroit Pistons,Memphis Grizzlies,2,5,8,-3,3,480,1.739805358,0.423300875
Detroit Pistons,Memphis Grizzlies,2,5,9,-3,3,540,1.748842912,0.420874077
Detroit Pistons,Memphis Grizzlies,2,5,10,-3,3,600,1.757940285,0.418455541
Detroit Pistons,Memphis Grizzlies,2,5,11,-3,3,660,1.767098075,0.416045224
Detroit Pistons,Memphis Grizzlies,2,5,12,-3,3,720,1.776316884,0.413643085
Detroit Pistons,Memphis Grizzlies,2,5,13,-3,3,780,1.785597325,0.411249082
Detroit Pistons,Memphis Grizzlies,2,5,14,-3,3,840,1.794940018,0.408863174
Detroit Pistons,Memphis Grizzlies,2,5,15,-3,3,900,1.804345591,0.40648532
Detroit Pistons,Memphis Grizzlies,2,5,16,-3,3,960,1.813814682,0.404115478
Detroit Pistons,Memphis Grizzlies,2,5,17,-3,3,1020,1.823347935,0.40175361
Detroit Pistons,Memphis Grizzlies,2,5,18,-3,3,1080,1.832946006,0.399399673
Detroit Pistons,Memphis Grizzlies,2,5,19,-3,3,1140,1.842609557,0.39705363
Detroit Pistons,Memphis Grizzlies,2,5,20,-3,3,1200,1.852339262,0.394715439
Detroit Pistons,Memphis Grizzlies,2,5,21,-3,3,1260,1.8621358,0.392385062
Detroit Pistons,Memphis Grizzlies,2,5,22,-3,3,1320,1.871999865,0.390062459
Detroit Pistons,Memphis Grizzlies,2,5,23,-3,3,1380,1.881932155,0.387747592
Detroit Pistons,Memphis Grizzlies,2,5,24,-3,3,1440,1.891933382,0.385440422
Detroit Pistons,Memphis Grizzlies,2,5,25,-3,3,1500,1.902004266,0.383140911
Detroit Pistons,Memphis Grizzlies,2,5,26,-3,3,1560,1.912145536,0.38084902
Detroit Pistons,Memphis Grizzlies,2,5,27,-3,3,1620,1.922357934,0.378564713
Detroit Pistons,Memphis Grizzlies,2,5,28,-3,3,1680,1.932642211,0.37628795
Detroit Pistons,Memphis Grizzlies,2,5,29,-3,3,1740,1.942999127,0.374018696
Detroit Pistons,Memphis Grizzlies,2,5,30,-3,3,1800,1.953429455,0.371756912
Detroit Pistons,Memphis Grizzlies,2,5,31,-3,3,1860,1.963933979,0.369502563
Detroit Pistons,Memphis Grizzlies,2,5,32,-3,3,1920,1.974513493,0.367255611
Detroit Pistons,Memphis Grizzlies,2,5,33,-3,3,1980,1.985168803,0.36501602
Detroit Pistons,Memphis Grizzlies,2,5,34,-3,3,2040,1.995900726,0.362783754
Detroit Pistons,Memphis Grizzlies,2,5,35,-3,3,2100,2.006710092,0.360558777
Detroit Pistons,Memphis Grizzlies,2,5,36,-3,3,2160,2.017597742,0.358341053
Detroit Pistons,Memphis Grizzlies,2,5,37,-3,3,2220,2.028564529,0.356130548
Detroit Pistons,Memphis Grizzlies,2,5,38,-3,3,2280,2.03961132,0.353927226
Detroit Pistons,Memphis Grizzlies,2,5,39,-3,3,2340,2.050738993,0.351731051
Detroit Pistons,Memphis Grizzlies,2,5,40,-3,3,2400,2.06194844,0.34954199
Detroit Pistons,Memphis Grizzlies,2,5,41,-3,3,2460,2.073240565,0.347360007
Detroit Pistons,Memphis Grizzlies,2,5,42,-3,3,2520,2.084616286,0.345185069
Detroit Pistons,Memphis Grizzlies,2,5,43,-3,3,2580,2.096076536,0.343017141
Detroit Pistons,Memphis Grizzlies,2,5,44,-3,3,2640,2.107622259,0.340856189
Detroit Pistons,Memphis Grizzlies,2,5,45,-3,3,2700,2.119254417,0.338702181
Detroit Pistons,Memphis Grizzlies,2,5,46,-3,3,2760,2.130973982,0.336555082
Detroit Pistons,Memphis Grizzlies,2,5,47,-3,3,2820,2.142781944,0.334414859
Detroit Pistons,Memphis Grizzlies,2,5,48,-3,3,2880,2.154679307,0.33228148
Detroit Pistons,Memphis Grizzlies,2,5,6,-2,2,360,1.626192272,0.456468767
Detroit Pistons,Memphis Grizzlies,2,5,7,-2,2,420,1.634494699,0.453927647
Detroit Pistons,Memphis Grizzlies,2,5,8,-2,2,480,1.642849788,0.451395378
Detroit Pistons,Memphis Grizzlies,2,5,9,-2,2,540,1.65125804,0.448871915
Detroit Pistons,Memphis Grizzlies,2,5,10,-2,2,600,1.659719964,0.446357211
Detroit Pistons,Memphis Grizzlies,2,5,11,-2,2,660,1.668236077,0.443851222
Detroit Pistons,Memphis Grizzlies,2,5,12,-2,2,720,1.676806901,0.441353901
Detroit Pistons,Memphis Grizzlies,2,5,13,-2,2,780,1.685432963,0.438865204
Detroit Pistons,Memphis Grizzlies,2,5,14,-2,2,840,1.694114801,0.436385087
Detroit Pistons,Memphis Grizzlies,2,5,15,-2,2,900,1.702852956,0.433913504
Detroit Pistons,Memphis Grizzlies,2,5,16,-2,2,960,1.711647979,0.431450413
Detroit Pistons,Memphis Grizzlies,2,5,17,-2,2,1020,1.720500426,0.428995769
Detroit Pistons,Memphis Grizzlies,2,5,18,-2,2,1080,1.729410863,0.426549529
Detroit Pistons,Memphis Grizzlies,2,5,19,-2,2,1140,1.738379859,0.42411165
Detroit Pistons,Memphis Grizzlies,2,5,20,-2,2,1200,1.747407995,0.42168209
Detroit Pistons,Memphis Grizzlies,2,5,21,-2,2,1260,1.756495858,0.419260804
Detroit Pistons,Memphis Grizzlies,2,5,22,-2,2,1320,1.765644041,0.416847753
Detroit Pistons,Memphis Grizzlies,2,5,23,-2,2,1380,1.774853149,0.414442892
Detroit Pistons,Memphis Grizzlies,2,5,24,-2,2,1440,1.78412379,0.412046182
Detroit Pistons,Memphis Grizzlies,2,5,25,-2,2,1500,1.793456585,0.40965758
Detroit Pistons,Memphis Grizzlies,2,5,26,-2,2,1560,1.80285216,0.407277045
Detroit Pistons,Memphis Grizzlies,2,5,27,-2,2,1620,1.812311151,0.404904538
Detroit Pistons,Memphis Grizzlies,2,5,28,-2,2,1680,1.821834202,0.402540016
Detroit Pistons,Memphis Grizzlies,2,5,29,-2,2,1740,1.831421966,0.40018344
Detroit Pistons,Memphis Grizzlies,2,5,30,-2,2,1800,1.841075105,0.39783477
Detroit Pistons,Memphis Grizzlies,2,5,31,-2,2,1860,1.850794289,0.395493966
Detroit Pistons,Memphis Grizzlies,2,5,32,-2,2,1920,1.8605802,0.393160988
Detroit Pistons,Memphis Grizzlies,2,5,33,-2,2,1980,1.870433527,0.390835799
Detroit Pistons,Memphis Grizzlies,2,5,34,-2,2,2040,1.880354968,0.388518357
Detroit Pistons,Memphis Grizzlies,2,5,35,-2,2,2100,1.890345232,0.386208626
Detroit Pistons,Memphis Grizzlies,2,5,36,-2,2,2160,1.900405038,0.383906566
Detroit Pistons,Memphis Grizzlies,2,5,37,-2,2,2220,1.910535115,0.38161214
Detroit Pistons,Memphis Grizzlies,2,5,38,-2,2,2280,1.920736201,0.379325308
Detroit Pistons,Memphis Grizzlies,2,5,39,-2,2,2340,1.931009046,0.377046035
Detroit Pistons,Memphis Grizzlies,2,5,40,-2,2,2400,1.94135441,0.374774282
Detroit Pistons,Memphis Grizzlies,2,5,41,-2,2,2460,1.951773063,0.372510012
Detroit Pistons,Memphis Grizzlies,2,5,42,-2,2,2520,1.962265787,0.370253189
Detroit Pistons,Memphis Grizzlies,2,5,43,-2,2,2580,1.972833374,0.368003775
Detroit Pistons,Memphis Grizzlies,2,5,44,-2,2,2640,1.983476628,0.365761734
Detroit Pistons,Memphis Grizzlies,2,5,45,-2,2,2700,1.994196366,0.363527031
Detroit Pistons,Memphis Grizzlies,2,5,46,-2,2,2760,2.004993415,0.361299628
Detroit Pistons,Memphis Grizzlies,2,5,47,-2,2,2820,2.015868613,0.359079491
Detroit Pistons,Memphis Grizzlies,2,5,48,-2,2,2880,2.026822813,0.356866583
Detroit Pistons,Memphis Grizzlies,2,5,6,-1,1,360,1.536980091,0.485901466
Detroit Pistons,Memphis Grizzlies,2,5,7,-1,1,420,1.544727198,0.483256698
Detroit Pistons,Memphis Grizzlies,2,5,8,-1,1,480,1.552521763,0.480621329
Detroit Pistons,Memphis Grizzlies,2,5,9,-1,1,540,1.560364226,0.477995307
Detroit Pistons,Memphis Grizzlies,2,5,10,-1,1,600,1.568255028,0.475378584
Detroit Pistons,Memphis Grizzlies,2,5,11,-1,1,660,1.576194618,0.47277111
Detroit Pistons,Memphis Grizzlies,2,5,12,-1,1,720,1.584183449,0.470172836
Detroit Pistons,Memphis Grizzlies,2,5,13,-1,1,780,1.592221982,0.467583714
Detroit Pistons,Memphis Grizzlies,2,5,14,-1,1,840,1.600310681,0.465003695
Detroit Pistons,Memphis Grizzlies,2,5,15,-1,1,900,1.608450017,0.462432732
Detroit Pistons,Memphis Grizzlies,2,5,16,-1,1,960,1.616640468,0.459870777
Detroit Pistons,Memphis Grizzlies,2,5,17,-1,1,1020,1.624882517,0.457317782
Detroit Pistons,Memphis Grizzlies,2,5,18,-1,1,1080,1.633176652,0.454773701
Detroit Pistons,Memphis Grizzlies,2,5,19,-1,1,1140,1.641523369,0.452238487
Detroit Pistons,Memphis Grizzlies,2,5,20,-1,1,1200,1.64992317,0.449712094
Detroit Pistons,Memphis Grizzlies,2,5,21,-1,1,1260,1.658376562,0.447194475
Detroit Pistons,Memphis Grizzlies,2,5,22,-1,1,1320,1.666884061,0.444685586
Detroit Pistons,Memphis Grizzlies,2,5,23,-1,1,1380,1.675446187,0.442185381
Detroit Pistons,Memphis Grizzlies,2,5,24,-1,1,1440,1.684063467,0.439693814
Detroit Pistons,Memphis Grizzlies,2,5,25,-1,1,1500,1.692736438,0.437210842
Detroit Pistons,Memphis Grizzlies,2,5,26,-1,1,1560,1.70146564,0.43473642
Detroit Pistons,Memphis Grizzlies,2,5,27,-1,1,1620,1.710251622,0.432270503
Detroit Pistons,Memphis Grizzlies,2,5,28,-1,1,1680,1.71909494,0.429813048
Detroit Pistons,Memphis Grizzlies,2,5,29,-1,1,1740,1.727996156,0.427364012
Detroit Pistons,Memphis Grizzlies,2,5,30,-1,1,1800,1.736955842,0.42492335
Detroit Pistons,Memphis Grizzlies,2,5,31,-1,1,1860,1.745974576,0.422491022
Detroit Pistons,Memphis Grizzlies,2,5,32,-1,1,1920,1.755052942,0.420066982
Detroit Pistons,Memphis Grizzlies,2,5,33,-1,1,1980,1.764191535,0.417651191
Detroit Pistons,Memphis Grizzlies,2,5,34,-1,1,2040,1.773390956,0.415243605
Detroit Pistons,Memphis Grizzlies,2,5,35,-1,1,2100,1.782651813,0.412844182
Detroit Pistons,Memphis Grizzlies,2,5,36,-1,1,2160,1.791974725,0.410452882
Detroit Pistons,Memphis Grizzlies,2,5,37,-1,1,2220,1.801360318,0.408069663
Detroit Pistons,Memphis Grizzlies,2,5,38,-1,1,2280,1.810809225,0.405694484
Detroit Pistons,Memphis Grizzlies,2,5,39,-1,1,2340,1.82032209,0.403327305
Detroit Pistons,Memphis Grizzlies,2,5,40,-1,1,2400,1.829899564,0.400968085
Detroit Pistons,Memphis Grizzlies,2,5,41,-1,1,2460,1.839542308,0.398616784
Detroit Pistons,Memphis Grizzlies,2,5,42,-1,1,2520,1.84925099,0.396273362
Detroit Pistons,Memphis Grizzlies,2,5,43,-1,1,2580,1.85902629,0.39393778
Detroit Pistons,Memphis Grizzlies,2,5,44,-1,1,2640,1.868868896,0.391609999
Detroit Pistons,Memphis Grizzlies,2,5,45,-1,1,2700,1.878779505,0.389289979
Detroit Pistons,Memphis Grizzlies,2,5,46,-1,1,2760,1.888758825,0.386977682
Detroit Pistons,Memphis Grizzlies,2,5,47,-1,1,2820,1.898807572,0.384673069
Detroit Pistons,Memphis Grizzlies,2,5,48,-1,1,2880,1.908926474,0.382376103
Detroit Pistons,Memphis Grizzlies,2,5,6,0,0,360,1.453629883,0.516548268
Detroit Pistons,Memphis Grizzlies,2,5,7,0,0,420,1.460875576,0.513793379
Detroit Pistons,Memphis Grizzlies,2,5,8,0,0,480,1.46816419,0.511048481
Detroit Pistons,Memphis Grizzlies,2,5,9,0,0,540,1.475496107,0.508313519
Detroit Pistons,Memphis Grizzlies,2,5,10,0,0,600,1.482871714,0.50558844
Detroit Pistons,Memphis Grizzlies,2,5,11,0,0,660,1.490291403,0.50287319
Detroit Pistons,Memphis Grizzlies,2,5,12,0,0,720,1.49775557,0.500167715
Detroit Pistons,Memphis Grizzlies,2,5,13,0,0,780,1.505264617,0.497471964
Detroit Pistons,Memphis Grizzlies,2,5,14,0,0,840,1.512818948,0.494785885
Detroit Pistons,Memphis Grizzlies,2,5,15,0,0,900,1.520418976,0.492109424
Detroit Pistons,Memphis Grizzlies,2,5,16,0,0,960,1.528065116,0.48944253
Detroit Pistons,Memphis Grizzlies,2,5,17,0,0,1020,1.535757789,0.486785153
Detroit Pistons,Memphis Grizzlies,2,5,18,0,0,1080,1.543497421,0.484137241
Detroit Pistons,Memphis Grizzlies,2,5,19,0,0,1140,1.551284444,0.481498744
Detroit Pistons,Memphis Grizzlies,2,5,20,0,0,1200,1.559119293,0.478869612
Detroit Pistons,Memphis Grizzlies,2,5,21,0,0,1260,1.567002412,0.476249795
Detroit Pistons,Memphis Grizzlies,2,5,22,0,0,1320,1.574934247,0.473639243
Detroit Pistons,Memphis Grizzlies,2,5,23,0,0,1380,1.582915251,0.471037908
Detroit Pistons,Memphis Grizzlies,2,5,24,0,0,1440,1.590945883,0.468445741
Detroit Pistons,Memphis Grizzlies,2,5,25,0,0,1500,1.599026608,0.465862693
Detroit Pistons,Memphis Grizzlies,2,5,26,0,0,1560,1.607157895,0.463288717
Detroit Pistons,Memphis Grizzlies,2,5,27,0,0,1620,1.615340221,0.460723764
Detroit Pistons,Memphis Grizzlies,2,5,28,0,0,1680,1.623574068,0.458167788
Detroit Pistons,Memphis Grizzlies,2,5,29,0,0,1740,1.631859923,0.45562074
Detroit Pistons,Memphis Grizzlies,2,5,30,0,0,1800,1.640198282,0.453082576
Detroit Pistons,Memphis Grizzlies,2,5,31,0,0,1860,1.648589644,0.450553248
Detroit Pistons,Memphis Grizzlies,2,5,32,0,0,1920,1.657034517,0.448032709
Detroit Pistons,Memphis Grizzlies,2,5,33,0,0,1980,1.665533414,0.445520915
Detroit Pistons,Memphis Grizzlies,2,5,34,0,0,2040,1.674086855,0.44301782
Detroit Pistons,Memphis Grizzlies,2,5,35,0,0,2100,1.682695368,0.440523379
Detroit Pistons,Memphis Grizzlies,2,5,36,0,0,2160,1.691359485,0.438037547
Detroit Pistons,Memphis Grizzlies,2,5,37,0,0,2220,1.700079747,0.43556028
Detroit Pistons,Memphis Grizzlies,2,5,38,0,0,2280,1.708856702,0.433091533
Detroit Pistons,Memphis Grizzlies,2,5,39,0,0,2340,1.717690904,0.430631262
Detroit Pistons,Memphis Grizzlies,2,5,40,0,0,2400,1.726582916,0.428179424
Detroit Pistons,Memphis Grizzlies,2,5,41,0,0,2460,1.735533306,0.425735976
Detroit Pistons,Memphis Grizzlies,2,5,42,0,0,2520,1.744542651,0.423300875
Detroit Pistons,Memphis Grizzlies,2,5,43,0,0,2580,1.753611537,0.420874077
Detroit Pistons,Memphis Grizzlies,2,5,44,0,0,2640,1.762740554,0.418455541
Detroit Pistons,Memphis Grizzlies,2,5,45,0,0,2700,1.771930303,0.416045224
Detroit Pistons,Memphis Grizzlies,2,5,46,0,0,2760,1.781181392,0.413643085
Detroit Pistons,Memphis Grizzlies,2,5,47,0,0,2820,1.790494437,0.411249082
Detroit Pistons,Memphis Grizzlies,2,5,48,0,0,2880,1.799870064,0.408863174
Detroit Pistons,Memphis Grizzlies,2,5,6,1,-1,360,1.375582256,0.548485877
Detroit Pistons,Memphis Grizzlies,2,5,7,1,-1,420,1.382373686,0.545613843
